Lat,Long,cat2,x,Start
38.99651581,-77.01589446,5,0,2/16/15
39.29449521,-77.26911595,5,0,2/16/15
38.99608121,-77.02813565,24,0,2/16/15
39.19710583,-77.21702486,10,0,2/17/15
39.09924738,-77.04131107,18,0,2/17/15
39.00618492,-76.98462626,7,0,2/17/15
39.159355,-77.28049803,27,0,2/17/15
38.98452,-77.026609,18,0,2/17/15
39.06215159,-77.06707562,8,0,2/18/15
39.0144715,-77.09952235,28,0,2/18/15
38.98372255,-77.11168739,10,0,2/18/15
39.02224251,-77.22160616,10,0,2/18/15
39.17215151,-77.14338006,10,0,2/18/15
39.1458322,-77.1925284,2942,0,2/18/15
39.17883254,-77.26734863,6,0,2/18/15
39.19178786,-77.19367445,2942,0,2/18/15
39.02197521,-77.14664246,6,0,2/19/15
39.1517548,-77.07955758,10,0,2/19/15
39.01600171,-77.1019529,6,0,2/19/15
39.05833343,-77.07114495,14,0,2/19/15
39.3099107,-77.19778754,29,0,2/19/15
38.97690356,-77.16134578,29,0,2/19/15
39.11163192,-77.19281623,29,0,2/20/15
39.16066711,-77.19830291,29,0,2/20/15
39.10255607,-77.04008676,6,0,2/20/15
38.99156644,-77.02780961,22,0,2/20/15
39.05104806,-76.99859712,10,0,2/20/15
39.06274695,-77.1248004,6,0,2/20/15
39.1458322,-77.1925284,4,0,2/20/15
39.03470305,-77.04794441,4,0,2/20/15
38.9969141,-77.09662024,28,0,2/21/15
38.99414377,-77.04964526,7,0,2/21/15
39.02730726,-77.10788501,14,0,2/21/15
39.13613942,-77.13534576,10,0,2/21/15
39.17073096,-77.15939553,5,0,2/21/15
39.14185152,-77.19637739,14,0,2/21/15
38.9967603,-76.99192218,29,0,2/22/15
39.08602931,-76.94028403,4,0,2/22/15
39.1549495,-77.20114092,6,0,2/22/15
39.03738588,-77.05163598,24,0,2/22/15
39.06354895,-77.0723664,15,0,2/23/15
38.96342456,-77.0882376,6,0,2/23/15
39.11326965,-77.18654798,6,0,2/23/15
39.16293327,-77.07134384,10,0,2/23/15
39.09906997,-77.07390396,10,0,2/23/15
39.04846207,-76.98064197,8,0,2/23/15
39.10047611,-76.98704746,10,0,2/23/15
39.08388099,-77.07784302,10,0,2/23/15
39.03870312,-77.05089204,6,0,2/23/15
39.08213838,-76.94728378,6,0,2/24/15
39.07142975,-77.14130268,28,0,2/24/15
39.14502601,-77.18324606,29,0,2/24/15
39.19188477,-77.2365212,6,0,2/24/15
39.07776417,-77.12705892,10,0,2/24/15
39.09375925,-77.08499506,2942,0,2/24/15
39.05856627,-77.04889229,29,0,2/24/15
38.99248826,-77.02665154,22,0,2/24/15
39.14223101,-77.19334619,15,0,2/24/15
39.05318812,-77.13093581,2941,0,2/24/15
38.99535611,-77.07201242,6,0,2/24/15
38.98749002,-77.09878821,5,0,2/24/15
38.99699581,-76.99046561,27,0,2/24/15
39.07673799,-77.03918449,9,0,2/24/15
39.01748474,-77.11986982,29,0,2/25/15
39.08471409,-77.1669245,29,0,2/25/15
39.14267513,-77.4205708,29,0,2/25/15
38.98469652,-77.09422855,6,0,2/25/15
39.06274695,-77.1248004,6,0,2/25/15
39.1071452,-76.91051937,28,0,2/25/15
39.05856627,-77.04889229,10,0,2/25/15
39.1777122,-77.24163044,18,0,2/25/15
39.17322682,-77.29301002,28,0,2/25/15
39.08305001,-76.94832036,18,0,2/25/15
39.01524051,-76.97686686,18,0,2/25/15
39.10556088,-77.14461713,2942,0,2/26/15
39.22544204,-77.26477722,10,0,2/26/15
39.0967711,-77.2345014,2942,0,2/26/15
38.9960615,-77.02820243,28,0,2/26/15
39.23428223,-77.27959001,28,0,2/27/15
39.14197057,-77.21754241,6,0,2/27/15
39.22544204,-77.26477722,6,0,2/27/15
39.07097886,-77.13207938,6,0,2/27/15
39.19103527,-77.27589171,18,0,2/27/15
39.03738588,-77.05163598,6,0,2/27/15
38.99843827,-77.0287483,18,0,2/27/15
39.15067674,-77.20405895,6,0,2/27/15
39.13514348,-77.22923066,18,0,2/27/15
39.15910093,-77.16043556,28,0,2/28/15
39.1965221,-77.27573322,28,0,2/28/15
38.99969203,-77.02794995,29,0,2/28/15
39.09601492,-77.15123979,6,0,2/28/15
39.07324554,-77.00270037,6,0,2/28/15
39.01318452,-76.97934163,6,0,2/28/15
39.03870312,-77.05089204,6,0,2/28/15
39.23428223,-77.27959001,2941,0,3/1/15
39.1355129,-77.19183894,17,0,3/1/15
39.14070833,-77.22854414,10,0,3/1/15
38.99025723,-77.02396511,28,0,3/1/15
39.01711696,-77.10186182,29,0,3/1/15
39.08603108,-76.94336148,6,0,3/1/15
39.15975897,-77.21906216,8,0,3/1/15
39.13875715,-77.15415806,6,0,3/1/15
39.18210579,-77.2602523,3,0,3/1/15
38.99125585,-77.09569437,14,0,3/2/15
38.9978846,-77.02469802,6,0,3/2/15
39.18538401,-77.27260765,10,0,3/2/15
39.11326965,-77.18654798,6,0,3/2/15
39.10969099,-77.22155266,10,0,3/2/15
39.09379709,-77.17230977,29,0,3/2/15
39.14218183,-77.19335601,18,0,3/2/15
39.09601492,-77.15123979,2,0,3/3/15
38.95767435,-77.09291652,10,0,3/3/15
39.14206464,-77.19469581,5,0,3/3/15
38.98362768,-77.09384571,6,0,3/3/15
39.14940049,-77.27162315,4,0,3/3/15
39.14948187,-77.28015874,18,0,3/4/15
39.00656336,-77.01119288,5,0,3/4/15
39.04203605,-77.07606084,21,0,3/4/15
39.04550148,-76.98321697,2942,0,3/4/15
39.09558968,-77.10611167,17,0,3/4/15
39.16365735,-77.26022178,6,0,3/4/15
39.12328776,-77.21037713,10,0,3/5/15
39.05077926,-77.02478688,6,0,3/5/15
39.00098239,-77.11584358,29,0,3/5/15
39.00785872,-76.98438916,29,0,3/6/15
39.06055428,-77.04497453,6,0,3/6/15
39.0208443,-77.03421135,2942,0,3/6/15
39.17883254,-77.26734863,6,0,3/6/15
39.03738588,-77.05163598,2942,0,3/6/15
39.05269731,-76.95317842,6,0,3/6/15
39.03738588,-77.05163598,8,0,3/6/15
38.98280826,-77.10998933,10,0,3/6/15
39.04012563,-77.05270552,24,0,3/6/15
39.08305001,-76.94832036,18,0,3/6/15
39.03870611,-77.07861006,6,0,3/6/15
39.10333688,-77.05311398,2942,0,3/7/15
39.11682767,-77.20125458,28,0,3/7/15
39.14534377,-77.19525638,2,0,3/7/15
39.15216599,-77.17250286,28,0,3/7/15
39.16764064,-77.21192333,27,0,3/7/15
39.10125289,-77.19536473,29,0,3/7/15
39.11919939,-77.18403446,2942,0,3/7/15
38.99222618,-77.08758724,14,0,3/7/15
39.00457329,-77.04932263,14,0,3/7/15
39.17883254,-77.26734863,6,0,3/7/15
39.06362677,-77.16836683,10,0,3/7/15
39.17477377,-77.20677776,2942,0,3/7/15
38.98696707,-77.02959872,24,0,3/7/15
38.99920715,-77.04784015,21,0,3/7/15
39.0057434,-77.07582165,28,0,3/8/15
39.04096743,-77.0515436,24,0,3/8/15
38.99393828,-77.03157952,2941,0,3/8/15
39.03982997,-76.99051653,24,0,3/8/15
39.03738588,-77.05163598,6,0,3/8/15
39.10969099,-77.22155266,2941,0,3/8/15
39.06636941,-77.07157388,10,0,3/8/15
38.98100478,-77.09511858,6,0,3/8/15
39.08105559,-76.94632357,18,0,3/8/15
39.03738588,-77.05163598,28,0,3/9/15
39.14617169,-77.27460667,14,0,3/9/15
39.12835181,-77.19852717,26,0,3/9/15
39.10914756,-77.072758,10,0,3/9/15
39.09643674,-77.17512965,6,0,3/9/15
39.01832266,-77.07111392,2942,0,3/9/15
39.02197521,-77.14664246,3,0,3/9/15
39.1621174,-77.20484043,6,0,3/9/15
39.04434695,-77.03456412,29,0,3/9/15
39.14468516,-77.21420453,18,0,3/9/15
39.06641285,-77.05736752,4,0,3/10/15
39.15291259,-77.18502453,8,0,3/10/15
39.25330627,-77.22504362,27,0,3/10/15
39.06031594,-77.10910581,4,0,3/10/15
39.00956177,-77.17957563,10,0,3/10/15
39.07659249,-77.25632774,2942,0,3/10/15
38.98665814,-77.08017492,10,0,3/10/15
39.07180762,-77.10913734,28,0,3/11/15
39.15663035,-77.27662592,8,0,3/11/15
39.07725666,-76.93844429,5,0,3/11/15
38.99657973,-77.1909624,10,0,3/11/15
39.10192449,-77.17716794,2941,0,3/11/15
39.17400246,-77.23805914,1,0,3/11/15
39.16278321,-77.22779754,6,0,3/11/15
39.13196003,-77.18870374,11,0,3/11/15
39.08924139,-77.06948891,8,0,3/11/15
39.08980882,-77.01047039,29,0,3/12/15
39.01978275,-77.03883405,10,0,3/12/15
39.11178148,-77.23528052,18,0,3/12/15
39.02197521,-77.14664246,18,0,3/12/15
38.99406218,-77.02212352,29,0,3/12/15
39.09815627,-77.26544182,6,0,3/12/15
39.07105563,-76.95052721,2942,0,3/12/15
39.0433157,-77.07616715,29,0,3/12/15
39.04000343,-77.05546538,29,0,3/12/15
39.15297342,-77.22696659,8,0,3/13/15
39.04000343,-77.05546538,29,0,3/13/15
38.99754832,-77.02979931,2941,0,3/13/15
39.10947425,-76.93513269,2942,0,3/13/15
39.09206562,-77.21287232,29,0,3/13/15
39.05847592,-77.12640626,6,0,3/13/15
39.20332881,-77.2457449,6,0,3/13/15
39.10192449,-77.17716794,26,0,3/13/15
39.0418883,-76.9997285,5,0,3/13/15
38.99687705,-77.02544423,6,0,3/13/15
39.07644711,-77.08064088,10,0,3/13/15
38.99156644,-77.02780961,22,0,3/13/15
39.05210875,-76.99376558,28,0,3/13/15
39.11153369,-77.24351125,6,0,3/13/15
39.00402168,-77.01189804,4,0,3/13/15
39.05486472,-77.11808164,8,0,3/14/15
39.12288337,-77.13677329,5,0,3/14/15
39.14653124,-77.18494048,14,0,3/14/15
39.11419382,-77.19711721,6,0,3/14/15
39.00169772,-77.12782301,21,0,3/14/15
38.99690664,-76.9986683,27,0,3/14/15
38.99714787,-77.02190889,14,0,3/14/15
39.0510624,-77.13779479,6,0,3/15/15
39.06852592,-77.0640317,8,0,3/15/15
39.04221831,-77.09605248,8,0,3/15/15
39.19017759,-77.24924394,6,0,3/15/15
39.03982783,-76.99064597,6,0,3/15/15
38.99965966,-76.99528089,6,0,3/15/15
39.01666518,-77.1240913,10,0,3/15/15
38.99770109,-77.02699356,2942,0,3/15/15
39.04313668,-77.05205224,22,0,3/15/15
39.02917981,-77.0444457,29,0,3/15/15
39.14731688,-77.05570265,2942,0,3/15/15
39.0574387,-77.08008714,28,0,3/16/15
39.06923353,-77.1049017,28,0,3/16/15
39.1354835,-77.2358021,27,0,3/16/15
39.05541501,-77.08371569,29,0,3/16/15
38.99754832,-77.02979931,8,0,3/16/15
39.15947009,-77.18532816,18,0,3/16/15
38.99005668,-77.02904564,18,0,3/16/15
38.97445516,-77.16159961,14,0,3/16/15
39.03003176,-77.16069046,2942,0,3/16/15
39.15975897,-77.21906216,29,0,3/16/15
38.99959218,-76.99537268,27,0,3/17/15
39.11153293,-77.23187277,10,0,3/17/15
39.07365913,-76.98998906,29,0,3/17/15
38.99807918,-77.02088681,29,0,3/17/15
39.03460301,-76.99848319,29,0,3/17/15
39.04553937,-77.1048152,6,0,3/17/15
39.07943008,-77.14472073,6,0,3/17/15
39.04816455,-77.06570643,6,0,3/17/15
38.98846238,-77.09660724,28,0,3/17/15
38.99685494,-77.02543246,24,0,3/18/15
38.98889065,-77.09620415,28,0,3/18/15
39.006548,-77.111789,28,0,3/18/15
39.0159079,-77.06142736,29,0,3/18/15
39.04108573,-77.00084506,21,0,3/18/15
39.06215159,-77.06707562,14,0,3/18/15
39.08625373,-77.07905045,8,0,3/18/15
38.99063996,-77.02664,10,0,3/18/15
39.2252228,-77.31781214,10,0,3/18/15
38.99393828,-77.03157952,27,0,3/18/15
39.02197521,-77.14664246,22,0,3/18/15
39.08380963,-77.07764908,28,0,3/18/15
39.06778787,-76.95925765,18,0,3/18/15
39.08105559,-76.94632357,24,0,3/19/15
38.9812905,-77.0689047,21,0,3/19/15
39.19572517,-77.27749509,18,0,3/19/15
39.02888246,-77.10416972,2942,0,3/19/15
39.0648425,-77.05694271,5,0,3/19/15
39.07261877,-77.13367225,6,0,3/19/15
39.12998933,-77.19769755,6,0,3/19/15
39.18533654,-77.18744023,27,0,3/19/15
39.09169282,-76.94716396,10,0,3/19/15
39.07936965,-76.98364757,10,0,3/19/15
39.17461353,-77.25538332,8,0,3/19/15
38.99843827,-77.0287483,18,0,3/20/15
39.15898136,-77.22453049,6,0,3/20/15
38.99685494,-77.02543246,6,0,3/20/15
39.06511333,-76.96468519,6,0,3/20/15
39.22346668,-77.18334988,29,0,3/20/15
38.99793346,-77.0344975,27,0,3/20/15
38.99770109,-77.02699356,6,0,3/20/15
38.99685494,-77.02543246,17,0,3/20/15
39.14051575,-77.21252244,28,0,3/20/15
39.15483389,-77.06951241,28,0,3/20/15
38.97552453,-77.12613668,8,0,3/21/15
39.03631304,-77.06278419,24,0,3/21/15
39.04046117,-77.115403,10,0,3/21/15
39.04916453,-76.97952864,6,0,3/21/15
39.07496447,-77.11550457,6,0,3/21/15
39.03982783,-76.99064597,27,0,3/21/15
39.04951476,-77.05186204,28,0,3/21/15
39.14042862,-77.2078042,28,0,3/21/15
39.16889163,-77.2851343,6,0,3/22/15
39.16057577,-77.22308725,6,0,3/22/15
39.00564466,-77.22365991,5,0,3/22/15
39.0372803,-77.07604636,29,0,3/22/15
39.08418375,-77.15295707,29,0,3/22/15
38.9916456,-77.02661141,29,0,3/22/15
38.99725417,-76.99372617,5,0,3/22/15
39.03162975,-77.056941,6,0,3/23/15
39.03899525,-77.05722849,28,0,3/23/15
39.04818145,-77.00703604,21,0,3/23/15
39.08766925,-77.18716481,6,0,3/23/15
38.99456854,-77.08833154,10,0,3/23/15
38.98533958,-77.0266433,14,0,3/23/15
39.01846705,-77.02847369,5,0,3/23/15
39.11123983,-76.90918062,29,0,3/23/15
39.08477213,-77.11829958,29,0,3/23/15
38.97995244,-77.09304284,6,0,3/23/15
38.9813279,-77.12570903,6,0,3/23/15
38.99843827,-77.0287483,29,0,3/23/15
39.0804164,-77.07647843,6,0,3/23/15
38.99754832,-77.02979931,6,0,3/23/15
38.97823023,-77.15934293,10,0,3/23/15
39.11326965,-77.18654798,14,0,3/23/15
38.9568016,-77.09900271,6,0,3/23/15
39.01390766,-77.00283238,18,0,3/23/15
39.14223101,-77.19334619,18,0,3/23/15
39.07750291,-77.0868918,6,0,3/24/15
39.08825267,-77.15073325,2941,0,3/24/15
39.14258808,-77.2209081,6,0,3/24/15
38.99754832,-77.02979931,27,0,3/24/15
39.16076261,-77.21567976,2942,0,3/24/15
39.096965,-77.23300771,10,0,3/24/15
39.24283625,-77.27980049,29,0,3/24/15
39.04575806,-76.98325524,10,0,3/24/15
39.11709626,-77.20524831,14,0,3/24/15
39.13914885,-77.06840145,18,0,3/24/15
39.04191321,-77.11040133,6,0,3/24/15
39.13721788,-77.39525609,6,0,3/25/15
38.99690664,-76.9986683,18,0,3/25/15
39.0490679,-76.99196722,21,0,3/25/15
39.10003796,-76.94218242,10,0,3/25/15
39.17886244,-77.26740597,29,0,3/25/15
39.17694348,-77.26428718,2942,0,3/25/15
39.05806645,-77.05002379,14,0,3/25/15
39.04088812,-76.98794782,10,0,3/25/15
38.99685494,-77.02543246,10,0,3/25/15
39.15020735,-77.0668168,10,0,3/26/15
39.05166374,-77.08043099,18,0,3/26/15
39.01434732,-77.10615942,26,0,3/26/15
39.15291259,-77.18502453,15,0,3/26/15
38.9890712,-77.21480928,10,0,3/26/15
39.11419382,-77.19711721,6,0,3/26/15
39.05147598,-77.09636508,14,0,3/26/15
39.06063134,-77.04503306,21,0,3/26/15
39.03762051,-77.05976886,27,0,3/27/15
39.04012149,-77.0513237,14,0,3/27/15
39.07496447,-77.11550457,6,0,3/27/15
39.10081139,-76.9413353,2941,0,3/27/15
39.2356713,-77.26806391,10,0,3/27/15
39.1344961,-77.24223961,10,0,3/27/15
39.09704855,-77.00260584,6,0,3/27/15
39.14478226,-77.1859911,14,0,3/27/15
38.99170053,-77.02409569,18,0,3/27/15
38.98709302,-77.10993048,28,0,3/27/15
39.0905353,-77.04649466,14,0,3/28/15
39.12056987,-77.25469783,6,0,3/28/15
39.13372236,-77.15826693,28,0,3/28/15
38.99657927,-77.10903355,29,0,3/28/15
39.15664709,-77.19765418,18,0,3/28/15
39.1591045,-77.16032093,28,0,3/29/15
39.14258808,-77.2209081,6,0,3/29/15
39.10119157,-77.21966647,14,0,3/29/15
39.03479689,-77.07515012,8,0,3/29/15
39.16186533,-77.17277416,10,0,3/29/15
39.14399238,-77.20165015,2941,0,3/29/15
39.18477081,-77.2756941,8,0,3/29/15
39.03526746,-77.21758098,6,0,3/29/15
39.07725992,-76.94251283,8,0,3/29/15
38.98792688,-77.0772355,18,0,3/29/15
39.16807491,-77.27167581,10,0,3/30/15
39.17052917,-77.2838578,6,0,3/30/15
39.0826412,-77.16108961,29,0,3/30/15
39.086635,-77.14753107,2942,0,3/30/15
38.9969509,-77.0937301,8,0,3/30/15
39.02034972,-77.01270713,6,0,3/30/15
39.03738588,-77.05163598,6,0,3/30/15
39.08082913,-77.05887587,6,0,3/30/15
38.99122843,-77.05360392,10,0,3/30/15
39.0795426,-77.15172096,6,0,3/30/15
39.17067993,-77.20890791,18,0,3/30/15
39.14919115,-77.2235172,2941,0,3/31/15
39.17338962,-77.28404289,5,0,3/31/15
38.96472132,-77.10362329,6,0,3/31/15
38.99608121,-77.02813565,6,0,3/31/15
39.15017221,-77.20911504,18,0,4/1/15
39.12720893,-77.15920878,10,0,4/1/15
39.03843036,-76.9949881,21,0,4/1/15
38.96085306,-77.08576633,2942,0,4/1/15
39.07352067,-77.13255463,6,0,4/1/15
39.08609994,-76.96313023,6,0,4/1/15
39.07144977,-77.00320545,6,0,4/1/15
39.02019979,-77.12471535,10,0,4/1/15
39.01799774,-77.17627006,10,0,4/1/15
39.02208457,-77.13491224,6,0,4/1/15
39.19540609,-77.19382637,6,0,4/1/15
39.21018499,-77.23989988,18,0,4/1/15
39.08247567,-77.03919957,6,0,4/1/15
39.11178148,-77.23528052,29,0,4/2/15
39.00980784,-76.99983825,27,0,4/2/15
38.98995188,-77.02901338,29,0,4/2/15
39.02714577,-77.07119107,18,0,4/2/15
39.24671562,-77.11976255,10,0,4/2/15
39.08198029,-76.94394049,24,0,4/2/15
39.03738588,-77.05163598,6,0,4/2/15
39.08354013,-77.14685911,5,0,4/2/15
39.22427655,-77.29001485,6,0,4/2/15
39.1014858,-77.16111463,6,0,4/2/15
38.97067952,-77.1230943,6,0,4/2/15
39.20768883,-77.18173831,2941,0,4/2/15
38.9945458,-77.01763534,7,0,4/2/15
39.13687685,-77.1451272,6,0,4/2/15
39.20189369,-77.16505492,2942,0,4/2/15
39.12759527,-77.19713698,7,0,4/3/15
39.06370091,-77.08931311,29,0,4/3/15
39.05258491,-76.95319202,18,0,4/3/15
39.12545082,-77.24293058,10,0,4/3/15
39.14013266,-77.18337115,29,0,4/3/15
39.15067674,-77.20405895,6,0,4/3/15
39.04012149,-77.0513237,18,0,4/3/15
39.00840545,-77.21633053,10,0,4/3/15
39.04129549,-77.04828851,29,0,4/3/15
39.1758428,-77.186081,10,0,4/3/15
39.18527127,-77.18752265,24,0,4/3/15
39.01526972,-77.00505787,28,0,4/3/15
39.0828152,-77.11969657,28,0,4/4/15
39.08193745,-76.95355573,18,0,4/4/15
39.04012563,-77.05270552,28,0,4/4/15
39.13069735,-77.23400503,10,0,4/4/15
39.18706746,-77.18450813,5,0,4/4/15
39.17712789,-77.2342328,14,0,4/4/15
38.99005668,-77.02904564,8,0,4/4/15
38.99281461,-76.99126529,2,0,4/4/15
39.09048544,-77.05156835,29,0,4/4/15
38.96303979,-77.08907293,10,0,4/5/15
39.10223178,-77.18014853,28,0,4/5/15
39.08625373,-77.07905045,24,0,4/5/15
38.99511758,-77.05426104,14,0,4/5/15
39.064298,-77.12614863,6,0,4/5/15
39.13851771,-77.20660708,5,0,4/5/15
39.08193745,-76.95355573,8,0,4/5/15
39.19512362,-77.15316168,8,0,4/5/15
39.14130309,-77.19902603,22,0,4/5/15
39.06238875,-77.04799403,8,0,4/5/15
39.096496,-76.92200187,14,0,4/5/15
38.99714787,-77.02190889,18,0,4/5/15
39.00676809,-77.04916267,10,0,4/6/15
39.06394085,-77.18256039,10,0,4/6/15
39.11490826,-77.1761395,10,0,4/6/15
38.99806753,-77.02307274,10,0,4/6/15
39.07032189,-76.94752171,6,0,4/6/15
38.9916456,-77.02661141,27,0,4/6/15
39.18999337,-77.24160838,27,0,4/6/15
39.10032118,-76.91805427,29,0,4/6/15
39.1596767,-77.3083964,6,0,4/6/15
38.97927275,-77.09301374,5,0,4/6/15
39.02567657,-77.02104323,6,0,4/6/15
39.16924275,-77.30254857,6,0,4/7/15
39.11706377,-77.23612117,14,0,4/7/15
38.9982705,-77.00361045,6,0,4/7/15
39.08360608,-76.95061237,5,0,4/7/15
39.00573474,-77.00235985,10,0,4/7/15
39.01598357,-77.03668168,14,0,4/7/15
39.04553257,-77.20612096,10,0,4/7/15
39.18552751,-77.26561867,14,0,4/7/15
39.14363038,-77.22380116,8,0,4/7/15
39.10198899,-77.05187831,29,0,4/7/15
39.05205285,-77.12886053,10,0,4/7/15
39.14060633,-77.20203756,21,0,4/7/15
39.07832734,-77.07191964,22,0,4/7/15
38.99742683,-77.03183015,27,0,4/7/15
39.0925486,-76.92948809,29,0,4/8/15
39.16485295,-77.17783038,5,0,4/8/15
39.18533654,-77.18744023,29,0,4/8/15
38.98711683,-77.09158273,10,0,4/8/15
38.99742683,-77.03183015,7,0,4/8/15
39.06022455,-77.05115301,15,0,4/8/15
39.12250261,-77.14706014,29,0,4/8/15
39.06571163,-77.11838368,14,0,4/8/15
39.15067674,-77.20405895,6,0,4/8/15
39.14070833,-77.22854414,10,0,4/8/15
38.98274844,-77.09338609,29,0,4/9/15
39.10192449,-77.17716794,2941,0,4/9/15
39.0133892,-77.04190905,29,0,4/9/15
39.10793814,-77.14811,6,0,4/9/15
39.06977654,-76.96246176,6,0,4/9/15
39.04006364,-77.05550434,8,0,4/9/15
39.04846207,-76.98064197,6,0,4/9/15
39.03982783,-76.99064597,18,0,4/9/15
39.04000343,-77.05546538,22,0,4/9/15
39.01114061,-77.11915241,6,0,4/10/15
39.08868568,-77.07983174,2942,0,4/10/15
39.03745024,-77.12605868,27,0,4/10/15
39.2434595,-77.28226567,2942,0,4/10/15
39.07579763,-77.00195743,22,0,4/10/15
38.99852842,-77.07178671,10,0,4/10/15
38.99156644,-77.02780961,22,0,4/10/15
39.15425719,-77.19674675,4,0,4/10/15
39.03385067,-77.03940328,6,0,4/10/15
39.10634325,-77.05531069,2,0,4/11/15
39.17890889,-77.29386707,10,0,4/11/15
39.0763466,-76.94006159,5,0,4/11/15
39.14573436,-77.20378185,27,0,4/11/15
39.02197521,-77.14664246,6,0,4/11/15
39.04317089,-77.10079481,6,0,4/11/15
38.99824634,-77.00356655,14,0,4/11/15
38.99438388,-77.00909038,3,0,4/11/15
39.09815315,-77.06883931,29,0,4/12/15
39.03866188,-77.05091155,28,0,4/12/15
38.95044978,-77.10413413,29,0,4/12/15
39.11349351,-77.05665156,21,0,4/12/15
39.0187333,-77.02528198,6,0,4/12/15
39.19112281,-77.25919511,18,0,4/13/15
39.18382892,-77.2888569,10,0,4/13/15
39.08796554,-77.07664793,5,0,4/13/15
39.10064376,-77.00058103,10,0,4/13/15
39.00082509,-77.19159774,10,0,4/13/15
39.08586382,-77.15294234,6,0,4/13/15
39.04088812,-76.98794782,22,0,4/13/15
39.03303973,-77.17868734,10,0,4/13/15
39.18398793,-77.26164675,2941,0,4/13/15
39.01434732,-77.10615942,10,0,4/13/15
39.09206081,-77.15329128,6,0,4/13/15
39.03738588,-77.05163598,6,0,4/13/15
38.99538517,-77.02446204,8,0,4/14/15
39.10378317,-77.07662308,2942,0,4/14/15
39.11419382,-77.19711721,6,0,4/14/15
39.18343478,-77.21381771,6,0,4/14/15
39.08046654,-77.152808,6,0,4/14/15
39.03192984,-77.11349599,10,0,4/14/15
39.14653124,-77.18494048,18,0,4/14/15
39.19841751,-77.24491824,6,0,4/14/15
39.15207525,-77.26621575,14,0,4/14/15
39.17924353,-77.20126163,28,0,4/14/15
39.06517139,-77.03719585,8,0,4/15/15
39.17883254,-77.26734863,10,0,4/15/15
39.13485055,-77.28222834,10,0,4/15/15
39.00979087,-77.15990232,4,0,4/15/15
38.97608577,-77.18759722,2942,0,4/15/15
39.19604851,-77.18130394,10,0,4/15/15
39.15145775,-77.29454669,10,0,4/15/15
39.02888246,-77.10416972,10,0,4/15/15
39.07839281,-77.09956689,10,0,4/15/15
39.14617169,-77.27460667,6,0,4/15/15
38.99160196,-77.10551215,10,0,4/15/15
39.17547395,-77.2380546,14,0,4/15/15
39.05269731,-76.95317842,6,0,4/15/15
39.12534089,-77.26906425,29,0,4/15/15
39.23953527,-77.26220189,10,0,4/15/15
39.13439591,-77.22378328,28,0,4/15/15
39.04651212,-77.1429891,10,0,4/15/15
39.17887768,-77.26176387,18,0,4/16/15
39.07549344,-77.11723203,24,0,4/16/15
39.03145581,-77.15925914,29,0,4/16/15
39.14399238,-77.20165015,29,0,4/16/15
39.07826889,-77.00804908,10,0,4/16/15
38.99770109,-77.02699356,6,0,4/16/15
39.09048544,-77.05156835,7,0,4/16/15
39.17547395,-77.2380546,14,0,4/16/15
39.18734033,-77.24040742,5,0,4/16/15
39.1174806,-77.18357427,18,0,4/16/15
39.14722745,-77.16537332,17,0,4/16/15
39.13439591,-77.22378328,28,0,4/17/15
39.01072993,-77.00647311,6,0,4/17/15
39.13539481,-77.12432851,10,0,4/17/15
39.14842344,-77.03375059,15,0,4/17/15
39.10127054,-77.05843169,14,0,4/17/15
38.9768106,-77.06852853,10,0,4/17/15
39.00101674,-77.12127561,6,0,4/17/15
38.99687705,-77.02544423,8,0,4/17/15
39.05765047,-76.96801371,7,0,4/17/15
39.00249982,-76.99576033,24,0,4/17/15
39.06561282,-77.06293759,28,0,4/17/15
38.98891243,-77.09736659,24,0,4/18/15
39.01711696,-77.10186182,28,0,4/18/15
39.1767655,-77.27026623,28,0,4/18/15
39.01575864,-77.11809152,28,0,4/18/15
39.00010114,-77.02574941,18,0,4/18/15
39.1777122,-77.24163044,14,0,4/18/15
38.99266268,-77.03639124,10,0,4/18/15
39.0526766,-77.0510592,2941,0,4/18/15
39.07890735,-77.08079191,6,0,4/18/15
39.17268547,-77.2036566,6,0,4/18/15
39.19077369,-77.19204493,2942,0,4/18/15
39.05269731,-76.95317842,6,0,4/18/15
39.14371683,-77.22384237,2942,0,4/18/15
38.99552688,-77.04222272,14,0,4/18/15
39.03280975,-77.04349398,6,0,4/18/15
39.15968852,-77.26707579,10,0,4/19/15
39.18941588,-77.02496067,18,0,4/19/15
39.12727387,-77.20976393,8,0,4/19/15
39.0890317,-77.15788976,18,0,4/19/15
39.10635014,-76.97291058,18,0,4/19/15
39.16691665,-77.20815467,8,0,4/19/15
39.09206081,-77.15329128,6,0,4/19/15
39.03738588,-77.05163598,18,0,4/19/15
39.15633805,-77.08089075,8,0,4/19/15
39.04341251,-76.99185741,18,0,4/19/15
39.13846675,-77.42200138,10,0,4/20/15
39.09061853,-77.04481102,18,0,4/20/15
39.17519133,-77.18238481,21,0,4/20/15
39.14411959,-77.1951032,10,0,4/20/15
39.05938065,-77.06208036,5,0,4/20/15
39.15067674,-77.20405895,6,0,4/20/15
39.09664939,-77.19942612,6,0,4/20/15
39.09206081,-77.15329128,14,0,4/20/15
39.25009533,-77.13251076,14,0,4/20/15
39.07759041,-77.14017096,6,0,4/20/15
39.0423887,-77.19262955,2941,0,4/20/15
39.1164052,-77.20232648,3,0,4/20/15
