Pickup_latitude,Pickup_longitude,duration,total_adjusted,total,Fare_amount,Tip_amount,Trip_distance,RateCodeID
40.71202087,-73.94009399,16.67,19.7,20.3,16,4.3,4,1
40.68107605,-73.9223175,17.7,19.6765,20.32,16,4.32,4.29,1
40.7898941,-73.94299316,19.43,19.5925,20.2,16,4.2,4.05,1
40.62430573,-73.96513367,17.12,19.5505,20.2,16,4.2,4.33,1
40.73708344,-73.86296844,16.88,19.4915,20,16,4,3.39,5
40.79133987,-73.9532547,21.6,19.083,19.56,16,3.56,3.18,1
40.68584824,-73.96331024,21.53,19.0635,19.56,16,3.56,3.31,1
40.7206459,-73.95929718,22.13,19.023,19.56,16,3.56,3.58,1
40.72206879,-73.95006561,22.05,18.923,19.46,16,3.46,3.58,1
40.80700684,-73.96098328,20.08,18.9035,19.46,16,3.46,3.71,1
40.68094254,-73.99212646,22,18.901,19.36,16,3.36,3.06,1
40.70273209,-73.99052429,14.32,18.882,19.56,16,3.56,4.52,1
40.71164322,-73.9630127,19.6,18.8765,19.46,16,3.46,3.89,1
40.71112823,-73.96157074,23.23,18.8755,19.36,16,3.36,3.23,1
40.67390823,-73.98039246,19.67,18.8615,19.46,16,3.46,3.99,1
40.60891724,-73.95806885,17.17,18.8555,19.46,16,3.46,4.03,1
40.74731445,-73.95608521,18.17,18.85,19.45,16,3.45,4,1
40.67629623,-73.98045349,16.28,18.85,19.45,16,3.45,4,1
40.74578857,-73.95315552,17.32,18.839,19.46,16,3.46,4.14,1
40.7003746,-73.80751038,15.78,18.809,19.46,16,3.46,4.34,1
40.68958664,-73.99242401,21.27,18.808,19.36,16,3.36,3.68,1
40.76551056,-73.91829681,15.55,18.788,19.46,16,3.46,4.48,1
40.71557236,-73.96030426,13.62,18.7835,19.46,16,3.46,4.51,1
40.66025543,-73.98043823,16.15,18.776,19.46,16,3.46,4.56,1
40.76181793,-73.92562103,20.63,18.772,19.36,16,3.36,3.92,1
40.68276978,-73.9931488,19.43,18.7645,19.36,16,3.36,3.97,1
40.74263382,-73.95367432,15.15,18.752,19.46,16,3.46,4.72,1
40.68455124,-73.99710846,18.78,18.745,19.36,16,3.36,4.1,1
40.68309021,-73.96481323,17.32,18.73,19.36,16,3.36,4.2,1
40.75759506,-73.91596222,17.35,18.7285,19.36,16,3.36,4.21,1
40.71651459,-73.95696259,11.28,18.7,19.45,16,3.45,5,1
40.71469116,-73.94468689,11.03,18.7,19.45,16,3.45,5,1
40.70238876,-73.98667908,12.97,18.658,19.36,16,3.36,4.68,1
40.70264435,-73.99428558,13.6,18.628,19.36,16,3.36,4.88,1
40.81107712,-73.95246124,11.58,18.615,19.35,16,3.35,4.9,1
40.69937515,-73.80726624,8.42,18.5695,19.36,16,3.36,5.27,1
40.71809387,-73.96405029,20.25,18.457,19,16,3,3.62,1
40.80930328,-73.94328308,19.57,18.361,19,16,3,4.26,1
40.71883011,-73.96219635,16.4,18.31,19,16,3,4.6,1
40.7666893,-73.91708374,11.95,18.265,19,16,3,4.9,1
40.79887009,-73.93628693,12.43,18.253,19,16,3,4.98,1
40.82912445,-73.9447937,18.02,18.109,18.7,16,2.7,3.94,1
40.69349289,-73.9225769,20.63,17.983,18.52,16,2.52,3.58,1
40.84100723,-73.94277954,13.08,17.7785,18.5,16,2.5,4.81,1
40.64035034,-73.9721756,14.65,17.773,18.52,16,2.52,4.98,1
40.80263138,-73.95703125,22.17,17.5725,18,16,2,2.85,1
40.6939621,-73.99054718,20.23,17.4855,18,16,2,3.43,1
40.70259857,-73.98938751,20.25,17.457,18,16,2,3.62,1
40.64260864,-73.97383881,17.73,17.3895,18,16,2,4.07,1
40.63262558,-73.94729614,16.15,17.325,18,16,2,4.5,1
40.83985138,-73.93973541,12.45,17.25,18,16,2,5,1
40.84066391,-73.94017029,14.58,17.0735,17.75,16,1.75,4.51,1
40.68403625,-73.97951508,17.65,16.9045,17.5,16,1.5,3.97,1
40.67797089,-73.97303772,15.27,16.816,17.5,16,1.5,4.56,1
40.82593155,-73.94342804,19.35,16.397,17,16,1,4.02,1
40.79201508,-73.94651794,19.38,16.355,17,16,1,4.3,1
40.68953323,-73.99256134,15.33,16.3175,17,16,1,4.55,1
40.74960327,-73.90966034,16.7,16.18,16.84,16,0.84,4.4,1
40.75094986,-73.94045258,4.18,15.8815,16,16,0,0.79,5
40.75412369,-73.94267273,25.05,15.6745,16,16,0,2.17,1
40.74679947,-73.89134979,23.58,15.64,16,16,0,2.4,1
40.74690628,-73.89120483,23.53,15.6295,16,16,0,2.47,1
40.72128296,-73.84423828,22.78,15.583,16,16,0,2.78,1
40.71697235,-73.95653534,22.37,15.565,16,16,0,2.9,1
40.67445374,-73.86968231,21.97,15.5035,16,16,0,3.31,1
40.80569458,-73.93912506,21.63,15.4915,16,16,0,3.39,1
40.80530167,-73.9391861,22.62,15.49,16,16,0,3.4,1
40.69603348,-73.99153137,22.57,15.49,16,16,0,3.4,1
40.64387512,-73.94893646,21.65,15.4855,16,16,0,3.43,1
40.680439,-73.94933319,19.83,15.472,16,16,0,3.52,1
40.71282196,-73.9656601,20.5,15.46,16,16,0,3.6,1
40.72227859,-73.9575119,20.6,15.4465,16,16,0,3.69,1
40.68955231,-73.98309326,19.13,15.4465,16,16,0,3.69,1
40.71200562,-73.96291351,19.78,15.4435,16,16,0,3.71,1
40.73839188,-73.88700104,19.35,15.4435,16,16,0,3.71,1
40.66346359,-73.98451996,20.13,15.4375,16,16,0,3.75,1
40.68779373,-73.97476196,19.95,15.4375,16,16,0,3.75,1
40.70247269,-73.98952484,21.5,15.421,16,16,0,3.86,1
40.67636108,-73.98048401,18.63,15.415,16,16,0,3.9,1
40.66561127,-73.90990448,17.98,15.415,16,16,0,3.9,1
40.65431213,-74.00426483,17.83,15.415,16,16,0,3.9,1
40.71456528,-73.96144867,19.67,15.412,16,16,0,3.92,1
40.67368317,-73.98262787,19.2,15.412,16,16,0,3.92,1
40.81201553,-73.95135498,17.27,15.4,16,16,0,4,1
40.68592834,-73.9387207,18.82,15.3955,16,16,0,4.03,1
40.69324112,-73.99295044,18.02,15.3895,16,16,0,4.07,1
40.67804718,-73.97937012,18.68,15.385,16,16,0,4.1,1
40.70015717,-73.80734253,16.85,15.385,16,16,0,4.1,1
40.5884285,-73.95443726,18.33,15.379,16,16,0,4.14,1
40.80366516,-73.93596649,21.92,15.37,16,16,0,4.2,1
40.74443054,-73.88626862,17.63,15.37,16,16,0,4.2,1
40.70299911,-73.99472809,17.62,15.37,16,16,0,4.2,1
40.81774139,-73.95316315,18.25,15.367,16,16,0,4.22,1
40.80171967,-73.95741272,18.73,15.352,16,16,0,4.32,1
40.76149368,-73.83300018,16.88,15.352,16,16,0,4.32,1
40.74739838,-73.88657379,18.07,15.346,16,16,0,4.36,1
40.69123077,-73.9875946,17.05,15.34,16,16,0,4.4,1
40.69953918,-73.80744934,16,15.3385,16,16,0,4.41,1
40.66869354,-73.93206787,17.13,15.3355,16,16,0,4.43,1
40.79431915,-73.94263458,16.92,15.3325,16,16,0,4.45,1
40.68932724,-73.95506287,14.48,15.3325,16,16,0,4.45,1
40.73282242,-73.86381531,15.07,15.331,16,16,0,4.46,1
40.68532181,-73.97795105,16.53,15.3265,16,16,0,4.49,1
40.7219429,-73.84476471,18.62,15.313,16,16,0,4.58,1
40.68483734,-73.99479675,16.53,15.31,16,16,0,4.6,1
40.79550934,-73.9438858,15.97,15.31,16,16,0,4.6,1
40.76114655,-73.92346954,15.78,15.31,16,16,0,4.6,1
40.80300903,-73.95202637,14.75,15.31,16,16,0,4.6,1
40.66914749,-73.98607635,17.17,15.286,16,16,0,4.76,1
40.82119751,-73.95407867,13.95,15.2845,16,16,0,4.77,1
40.8012352,-73.94803619,13.43,15.283,16,16,0,4.78,1
40.74329758,-73.92165375,11.05,15.2695,16,16,0,4.87,1
40.80218124,-73.93679047,10.48,15.265,16,16,0,4.9,1
40.73234558,-73.95442963,12.17,15.2545,16,16,0,4.97,1
40.76657867,-73.92138672,11.28,15.2455,16,16,0,5.03,1
40.74897766,-73.86965942,11.8,15.235,16,16,0,5.1,1
40.75151825,-73.85620117,10.72,15.235,16,16,0,5.1,1
40.84135818,-73.94257355,9.82,15.19,16,16,0,5.4,1
40.71913147,-73.95411682,16.17,19.855,20.5,15.5,5,4.3,1
40.73504639,-73.8742981,10.83,19.787,20.54,15.5,5.04,5.02,1
40.80511093,-73.93885803,21.82,19.3925,19.82,15.5,4.32,2.85,1
40.67798233,-73.98272705,21.85,19.335,19.8,15.5,4.3,3.1,1
40.70375824,-73.98651123,18.73,19.268,19.82,15.5,4.32,3.68,1
40.7263031,-73.95731354,16.33,19.267,19.87,15.5,4.37,4.02,1
40.80363083,-73.94032288,16.58,19.088,19.7,15.5,4.2,4.08,1
40.79164886,-73.95281982,17.97,18.9965,19.58,15.5,4.08,3.89,1
40.72219849,-73.94992828,12,18.971,19.7,15.5,4.2,4.86,1
40.74751663,-73.95645142,12.17,18.8915,19.58,15.5,4.08,4.59,1
40.69486618,-73.99436188,22.98,18.5925,18.96,15.5,3.46,2.45,1
40.83069611,-73.90101624,22.13,18.5265,18.96,15.5,3.46,2.89,1
40.71115112,-73.96526337,21,18.443,18.86,15.5,3.36,2.78,1
40.87936783,-73.90601349,17,18.351,18.96,15.5,3.46,4.06,1
40.70028687,-73.99325562,14.97,18.339,18.96,15.5,3.46,4.14,1
40.70241547,-73.98687744,13.02,18.336,18.96,15.5,3.46,4.16,1
40.70248413,-73.98670959,16.83,18.32,18.95,15.5,3.45,4.2,1
40.73439026,-73.8694458,18.55,18.31,18.85,15.5,3.35,3.6,1
40.71399689,-73.9516983,18.82,18.3035,18.86,15.5,3.36,3.71,1
40.72212601,-73.95864868,19.78,18.28,18.85,15.5,3.35,3.8,1
40.68621063,-73.9379425,20.63,18.265,18.76,15.5,3.26,3.3,1
40.69159317,-73.98731232,22.72,18.255,18.75,15.5,3.25,3.3,1
40.70703888,-73.92352295,18.62,18.239,18.86,15.5,3.36,4.14,1
40.7117157,-73.94372559,17.08,18.235,18.85,15.5,3.35,4.1,1
40.68299866,-73.97660065,18.75,18.232,18.76,15.5,3.26,3.52,1
40.8067131,-73.96764374,19.38,18.2215,18.76,15.5,3.26,3.59,1
40.68132019,-73.95662689,15.75,18.2,18.86,15.5,3.36,4.4,1
40.71419525,-73.96060181,14.2,18.1955,18.86,15.5,3.36,4.43,1
40.76827621,-73.93169403,17.6,18.19,18.76,15.5,3.26,3.8,1
40.68659592,-73.993927,14.78,18.175,18.85,15.5,3.35,4.5,1
40.70247269,-73.98960114,12.62,18.173,18.86,15.5,3.36,4.58,1
40.69271469,-73.99133301,11.85,18.17,18.86,15.5,3.36,4.6,1
40.87918091,-73.88013458,15.8,18.1645,18.76,15.5,3.26,3.97,1
40.81121445,-73.95352936,15.4,18.1585,18.76,15.5,3.26,4.01,1
40.68378067,-73.97888184,15.68,18.1405,18.76,15.5,3.26,4.13,1
40.86763382,-73.92118073,10.9,18.137,18.86,15.5,3.36,4.82,1
40.68999481,-73.9932785,11.13,18.1325,18.86,15.5,3.36,4.85,1
40.7248764,-73.95359039,12.48,18.1235,18.86,15.5,3.36,4.91,1
40.73391342,-73.87133026,10.65,18.1,18.85,15.5,3.35,5,1
40.80544662,-73.9655838,15.03,18.079,18.76,15.5,3.26,4.54,1
40.82417679,-73.94521332,12.23,18.0505,18.76,15.5,3.26,4.73,1
40.7168045,-73.95070648,14.32,18.0475,18.76,15.5,3.26,4.75,1
40.68161011,-73.9984436,11.43,17.965,18.7,15.5,3.2,4.9,1
40.69332504,-73.97301483,18.22,17.96,18.5,15.5,3,3.6,1
40.69774628,-73.99259949,17.57,17.9255,18.5,15.5,3,3.83,1
40.80503464,-73.95496368,17.22,17.918,18.5,15.5,3,3.88,1
40.72157288,-73.95825195,20.17,17.909,18.5,15.5,3,3.94,1
40.68236542,-73.99800873,17.05,17.9,18.5,15.5,3,4,1
40.76090622,-73.91407013,17.85,17.891,18.5,15.5,3,4.06,1
40.69450378,-73.98353577,15.45,17.8325,18.5,15.5,3,4.45,1
40.69453049,-73.99238586,18.63,17.807,18.38,15.5,2.88,3.82,1
40.8449707,-73.93506622,19.15,17.455,17.95,15.5,2.45,3.3,1
40.66841125,-73.98027802,18.53,17.435,18.02,15.5,2.52,3.9,1
40.68352127,-73.97907257,14.12,17.385,18,15.5,2.5,4.1,1
40.68855667,-73.98887634,21.28,17.321,17.9,15.5,2.4,3.86,1
40.74276352,-73.9540863,14,17.286,18,15.5,2.5,4.76,1
40.78601837,-73.95118713,21.42,17.0485,17.5,15.5,2,3.01,1
40.85332108,-73.93414307,14.78,17.031,17.7,15.5,2.2,4.46,1
40.84820175,-73.93786621,18.67,17.02,17.5,15.5,2,3.2,1
40.67950439,-73.93296814,19.02,16.975,17.5,15.5,2,3.5,1
40.80514145,-73.96209717,19.57,16.933,17.5,15.5,2,3.78,1
40.79929733,-73.93806458,15.8,16.81,17.5,15.5,2,4.6,1
40.68913269,-73.98875427,12.45,16.81,17.5,15.5,2,4.6,1
40.7024231,-73.98682404,20.63,16.4765,17,15.5,1.5,3.49,1
40.71715164,-73.95632935,20.42,16.439,17,15.5,1.5,3.74,1
40.85042191,-73.93553162,10.17,16.0815,16.8,15.5,1.3,4.79,1
40.75305176,-73.91483307,20.67,16.035,16.5,15.5,1,3.1,1
40.73280716,-73.86378479,25.18,15.269,15.5,15.5,0,1.54,1
40.79551697,-73.93227386,21.78,15.131,15.5,15.5,0,2.46,1
40.80284119,-73.93781281,21.9,15.089,15.5,15.5,0,2.74,1
40.70755005,-73.92176819,22.8,15.0785,15.5,15.5,0,2.81,1
40.65606689,-73.95301819,19.8,15.035,15.5,15.5,0,3.1,1
40.69065475,-73.97872162,21.45,15.0275,15.5,15.5,0,3.15,1
40.80546188,-73.9392395,20.5,15.0125,15.5,15.5,0,3.25,1
40.75653839,-73.92993164,20.55,15.008,15.5,15.5,0,3.28,1
40.66849136,-73.98017883,21.47,15.002,15.5,15.5,0,3.32,1
40.70251465,-73.98695374,20.12,14.996,15.5,15.5,0,3.36,1
40.73513794,-73.87418365,19.5,14.981,15.5,15.5,0,3.46,1
40.67904282,-73.92733002,18.18,14.978,15.5,15.5,0,3.48,1
40.71831894,-73.95720673,20.9,14.975,15.5,15.5,0,3.5,1
40.7969017,-73.93795013,20.03,14.975,15.5,15.5,0,3.5,1
40.80550385,-73.95102692,19.07,14.975,15.5,15.5,0,3.5,1
40.74348831,-73.91485596,20.12,14.972,15.5,15.5,0,3.52,1
40.86804962,-73.91997528,18.98,14.9705,15.5,15.5,0,3.53,1
40.76800919,-73.9376297,18.28,14.9675,15.5,15.5,0,3.55,1
40.72317505,-73.95267487,19.65,14.966,15.5,15.5,0,3.56,1
40.7857666,-73.95064545,20.62,14.9645,15.5,15.5,0,3.57,1
40.74952316,-73.88603973,19.9,14.963,15.5,15.5,0,3.58,1
40.81637573,-73.94668579,18.97,14.96,15.5,15.5,0,3.6,1
40.66981888,-73.95067596,19.4,14.957,15.5,15.5,0,3.62,1
40.71943665,-73.83908844,19.53,14.9465,15.5,15.5,0,3.69,1
40.65052795,-73.95871735,20.38,14.945,15.5,15.5,0,3.7,1
40.69324493,-73.96795654,20.03,14.945,15.5,15.5,0,3.7,1
40.68292999,-73.94692993,16.95,14.945,15.5,15.5,0,3.7,1
40.76669312,-73.92140198,15.5,14.9375,15.5,15.5,0,3.75,1
40.65595627,-73.8832016,17.65,14.9345,15.5,15.5,0,3.77,1
40.82252121,-73.90213776,17.13,14.9345,15.5,15.5,0,3.77,1
40.68228531,-73.95876312,19.53,14.93,15.5,15.5,0,3.8,1
40.68029785,-73.94723511,18.58,14.93,15.5,15.5,0,3.8,1
40.6709671,-73.93935394,17.52,14.93,15.5,15.5,0,3.8,1
40.79916382,-73.93901825,18.48,14.927,15.5,15.5,0,3.82,1
40.68642807,-73.97480011,18.75,14.921,15.5,15.5,0,3.86,1
40.81628799,-73.91770935,17.95,14.915,15.5,15.5,0,3.9,1
40.70243073,-73.98674774,16.12,14.9135,15.5,15.5,0,3.91,1
40.7350769,-73.87414551,15.62,14.9105,15.5,15.5,0,3.93,1
40.75355148,-73.87195587,18.73,14.9,15.5,15.5,0,4,1
40.66895676,-73.9859848,18.25,14.9,15.5,15.5,0,4,1
40.70963669,-73.93321991,15.05,14.8985,15.5,15.5,0,4.01,1
40.73272324,-73.86383057,20.82,14.894,15.5,15.5,0,4.04,1
40.69319534,-73.96961212,16.95,14.894,15.5,15.5,0,4.04,1
40.75392532,-73.94265747,17.35,14.891,15.5,15.5,0,4.06,1
40.67865753,-73.97907257,15.47,14.885,15.5,15.5,0,4.1,1
40.71585464,-73.9644165,16.98,14.882,15.5,15.5,0,4.12,1
40.73361969,-73.86985016,14.82,14.87,15.5,15.5,0,4.2,1
40.75644302,-73.92955017,16.48,14.8685,15.5,15.5,0,4.21,1
40.75633621,-73.92993927,16.6,14.867,15.5,15.5,0,4.22,1
40.73361588,-73.86990356,15.22,14.867,15.5,15.5,0,4.22,1
40.73059082,-73.86263275,15.67,14.858,15.5,15.5,0,4.28,1
40.7218132,-73.84384155,13.08,14.858,15.5,15.5,0,4.28,1
40.72225189,-73.95500946,15.63,14.8565,15.5,15.5,0,4.29,1
40.72369385,-73.95079041,13.83,14.8565,15.5,15.5,0,4.29,1
40.79427719,-73.94485474,16.43,14.849,15.5,15.5,0,4.34,1
40.74714661,-73.9525528,15.57,14.843,15.5,15.5,0,4.38,1
40.69072723,-73.99583435,15.7,14.84,15.5,15.5,0,4.4,1
40.58753204,-73.95427704,14.08,14.84,15.5,15.5,0,4.4,1
40.80045319,-73.93534851,15.85,14.834,15.5,15.5,0,4.44,1
40.74513626,-73.92095947,14.7,14.8175,15.5,15.5,0,4.55,1
40.70309448,-73.99428558,14.95,14.816,15.5,15.5,0,4.56,1
40.76664734,-73.92154694,13.17,14.81,15.5,15.5,0,4.6,1
40.84939575,-73.93659973,11.47,14.7995,15.5,15.5,0,4.67,1
40.84209824,-73.91578674,14.57,14.798,15.5,15.5,0,4.68,1
40.68680954,-73.99826813,13.97,14.78,15.5,15.5,0,4.8,1
40.79250336,-73.94120789,13.47,14.78,15.5,15.5,0,4.8,1
40.70040512,-73.80776978,11.75,14.777,15.5,15.5,0,4.82,1
40.83314514,-73.8603363,9.6,14.7755,15.5,15.5,0,4.83,1
40.83983231,-73.87049103,8.92,14.753,15.5,15.5,0,4.98,1
40.75186157,-73.83246613,9.2,14.7485,15.5,15.5,0,5.01,1
40.86280823,-73.90356445,9.93,14.744,15.5,15.5,0,5.04,1
40.73622513,-73.86567688,8.88,14.7425,15.5,15.5,0,5.05,1
40.78860855,-73.94078064,9.93,14.738,15.5,15.5,0,5.08,1
40.70239639,-73.98784637,11.17,19.1865,19.89,15,4.89,4.69,1
40.7106781,-73.96383667,22.45,18.7785,19.08,15,4.08,2.01,1
40.74877167,-73.94218445,16.92,18.7225,19.27,15,4.27,3.65,1
40.7460289,-73.91344452,14.83,18.5775,19.2,15,4.2,4.15,1
40.80535889,-73.93903351,15.58,18.531,19.08,15,4.08,3.66,1
40.72219086,-73.95877838,15.68,18.492,19.08,15,4.08,3.92,1
40.72226334,-73.94992065,18.27,18.4875,19.08,15,4.08,3.95,1
40.70251465,-73.99317932,18.2,18.4325,18.95,15,3.95,3.45,1
40.74295044,-73.91912842,19.65,18.431,18.95,15,3.95,3.46,1
40.70246887,-73.98748016,13.03,18.39,19.05,15,4.05,4.4,1
40.74607086,-73.90305328,14.07,18.335,18.95,15,3.95,4.1,1
40.83439255,-73.94480133,11.92,18.299,18.95,15,3.95,4.34,1
40.84106445,-73.94258118,12.08,18.2975,18.95,15,3.95,4.35,1
40.87439728,-73.91009521,11.03,18.2345,18.95,15,3.95,4.77,1
40.74092865,-73.93811798,22.03,17.9505,18.36,15,3.36,2.73,1
40.72596359,-73.84476471,21,17.8905,18.36,15,3.36,3.13,1
40.80539322,-73.93912506,18.08,17.835,18.36,15,3.36,3.5,1
40.72182465,-73.95810699,19.32,17.801,18.26,15,3.26,3.06,1
40.86119843,-73.89031219,16.73,17.7795,18.36,15,3.36,3.87,1
40.68951416,-73.99250031,18.27,17.7575,18.26,15,3.26,3.35,1
40.72236252,-73.95492554,19.03,17.7455,18.26,15,3.26,3.43,1
40.70254517,-73.99048615,18.33,17.7335,18.26,15,3.26,3.51,1
40.69497681,-73.99419403,17.13,17.711,18.26,15,3.26,3.66,1
40.68944931,-73.96813202,17.3,17.695,18.25,15,3.25,3.7,1
40.71070862,-73.96743011,17,17.68,18.25,15,3.25,3.8,1
40.68958282,-73.96743774,19.67,17.6725,18.16,15,3.16,3.25,1
40.74396515,-73.92352295,16.45,17.6695,18.16,15,3.16,3.27,1
40.68444824,-74.00295258,16.32,17.6555,18.26,15,3.26,4.03,1
40.68684769,-73.99042511,15.07,17.6555,18.26,15,3.26,4.03,1
40.69102478,-73.99715424,16.1,17.65,18.25,15,3.25,4,1
40.6903038,-73.9943161,17.9,17.6335,18.16,15,3.16,3.51,1
40.71450424,-73.94429016,14.75,17.618,18.26,15,3.26,4.28,1
40.74316406,-73.91694641,13.35,17.6165,18.26,15,3.26,4.29,1
40.75922012,-73.8314209,11.75,17.5955,18.26,15,3.26,4.43,1
40.74655151,-73.89095306,20.45,17.595,18.15,15,3.15,3.7,1
40.67601776,-73.9561615,17.88,17.593,18.16,15,3.16,3.78,1
40.81718063,-73.92295837,17.02,17.587,18.16,15,3.16,3.82,1
40.66753769,-73.99341583,16.72,17.58,18.15,15,3.15,3.8,1
40.80533218,-73.93917847,15.13,17.578,18.16,15,3.16,3.88,1
40.76268768,-73.91815948,15.87,17.5735,18.16,15,3.16,3.91,1
40.83367538,-73.86113739,17.08,17.5645,18.16,15,3.16,3.97,1
40.7027359,-73.98660278,10.15,17.5475,18.26,15,3.26,4.75,1
40.68938446,-73.99153137,14.03,17.5465,18.16,15,3.16,4.09,1
40.73282623,-73.86387634,9,17.498,18.26,15,3.26,5.08,1
40.69661331,-73.99700928,11.48,17.3265,18,15,3,4.49,1
40.78512192,-73.94883728,19.72,17.035,17.5,15,2.5,3.1,1
40.84215164,-73.94232941,15.53,16.951,17.5,15,2.5,3.66,1
40.63986588,-73.9673233,16.8,16.9045,17.44,15,2.44,3.57,1
40.70297241,-73.99423218,16.02,16.9,17.5,15,2.5,4,1
40.72215271,-73.95764923,13.13,16.8475,17.5,15,2.5,4.35,1
40.80437851,-73.96674347,18.62,16.648,17.2,15,2.2,3.68,1
40.67928696,-73.92958832,19.32,16.55,17,15,2,3,1
40.68715668,-73.99014282,15.38,16.4105,17,15,2,3.93,1
40.82773209,-73.94963837,15.8,16.3955,17,15,2,4.03,1
40.68041229,-73.94981384,13.47,16.385,17,15,2,4.1,1
40.76182938,-73.92539978,11.88,16.343,17,15,2,4.38,1
40.67954636,-73.92869568,15.27,16.325,17,15,2,4.5,1
40.72428131,-73.95106506,11.5,16.31,17,15,2,4.6,1
40.70396042,-73.98677826,10.78,15.9115,16.6,15,1.6,4.59,1
40.80555344,-73.9390564,15.97,15.9,16.5,15,1.5,4,1
40.78935623,-73.95504761,19.23,15.7685,16.25,15,1.25,3.21,1
40.74679184,-73.94346619,18.52,15.7155,16.2,15,1.2,3.23,1
40.84098816,-73.93994904,16.55,15.639,16.2,15,1.2,3.74,1
40.80820847,-73.96394348,19.27,15.541,16,15,1,3.06,1
40.69054413,-73.99206543,17.25,15.4525,16,15,1,3.65,1
40.81361771,-73.94510651,16.42,15.385,16,15,1,4.1,1
40.78668976,-73.94311523,1.52,14.9805,15,15,0,0.13,5
40.88954544,-73.83119202,3.58,14.91,15,15,0,0.6,5
40.78865433,-73.95323181,21.13,14.595,15,15,0,2.7,1
40.7060318,-73.79412079,13.12,14.5905,15,15,0,2.73,5
40.69247055,-73.98907471,22.12,14.5665,15,15,0,2.89,1
40.69124985,-73.98738098,21.45,14.565,15,15,0,2.9,1
40.79058456,-73.95379639,20.77,14.556,15,15,0,2.96,1
40.68762589,-73.98682404,20.88,14.55,15,15,0,3,1
40.66857529,-73.98010254,20.45,14.547,15,15,0,3.02,1
40.7032814,-73.99213409,20.25,14.541,15,15,0,3.06,1
40.83146286,-73.94287109,22.98,14.5335,15,15,0,3.11,1
40.79784775,-73.94009399,19.02,14.5275,15,15,0,3.15,1
40.70770645,-73.81783295,20.02,14.5215,15,15,0,3.19,1
40.67412186,-73.96076965,17.65,14.5215,15,15,0,3.19,1
40.80818558,-73.94501495,18.83,14.511,15,15,0,3.26,1
40.87005615,-73.88556671,19.3,14.508,15,15,0,3.28,1
40.73411179,-73.87094879,18.22,14.508,15,15,0,3.28,1
40.80539322,-73.9391098,19.27,14.5035,15,15,0,3.31,1
40.68429184,-73.978508,17.63,14.5035,15,15,0,3.31,1
40.7469101,-73.89128876,19.45,14.502,15,15,0,3.32,1
40.69957733,-73.99123383,19.52,14.499,15,15,0,3.34,1
40.73564148,-73.95514679,18.25,14.496,15,15,0,3.36,1
40.74752426,-73.88424683,18.98,14.4915,15,15,0,3.39,1
40.76189423,-73.9254303,18.33,14.49,15,15,0,3.4,1
40.84989929,-73.93598938,17.37,14.49,15,15,0,3.4,1
40.73047256,-73.86193848,17.1,14.481,15,15,0,3.46,1
40.75544739,-73.92300415,19.8,14.478,15,15,0,3.48,1
40.8050766,-73.93871307,21.62,14.4735,15,15,0,3.51,1
40.73044586,-73.86196899,17.97,14.4675,15,15,0,3.55,1
40.85176849,-73.93362427,14.07,14.454,15,15,0,3.64,5
40.85224533,-73.93473816,16.68,14.4525,15,15,0,3.65,1
40.73514175,-73.87419128,17.23,14.4465,15,15,0,3.69,1
40.74510574,-73.90348053,16.85,14.4465,15,15,0,3.69,1
40.71800613,-73.95965576,18.55,14.4405,15,15,0,3.73,1
40.68275833,-73.96327972,17.35,14.4405,15,15,0,3.73,1
40.8033371,-73.95284271,16.85,14.4315,15,15,0,3.79,1
40.70727158,-73.93108368,16.52,14.43,15,15,0,3.8,1
40.66280746,-73.99188995,16.18,14.43,15,15,0,3.8,1
40.70245743,-73.99066925,17.48,14.427,15,15,0,3.82,1
40.59909821,-73.98920441,15.23,14.421,15,15,0,3.86,1
40.7465744,-73.89641571,17.52,14.4165,15,15,0,3.89,1
40.79330444,-73.94064331,17.85,14.415,15,15,0,3.9,1
40.77504349,-73.91190338,15.9,14.415,15,15,0,3.9,1
40.73413467,-73.8711319,15.65,14.415,15,15,0,3.9,1
40.75952911,-73.83052826,14.05,14.412,15,15,0,3.92,1
40.6916008,-73.99140167,16,14.4045,15,15,0,3.97,1
40.68455124,-73.97814178,14.8,14.4045,15,15,0,3.97,1
40.79608154,-73.93528748,14.07,14.4015,15,15,0,3.99,1
40.74700165,-73.89104462,11.3,14.4,15,15,0,4,1
40.68339539,-73.96660614,31.87,14.397,15,15,0,4.02,1
40.74333954,-73.91550446,13.97,14.388,15,15,0,4.08,1
40.68012238,-73.94347382,16.07,14.3805,15,15,0,4.13,1
40.72060776,-73.84597015,13.97,14.379,15,15,0,4.14,1
40.82846832,-73.94890594,13.03,14.37,15,15,0,4.2,1
40.67843628,-73.95523071,15.52,14.3655,15,15,0,4.23,1
40.68146133,-73.9940567,13.72,14.355,15,15,0,4.3,1
40.80753708,-73.94493103,13.55,14.346,15,15,0,4.36,1
40.87365341,-73.90180969,13.33,14.3445,15,15,0,4.37,1
40.74584961,-73.94599915,14.27,14.34,15,15,0,4.4,1
40.83315659,-73.94541931,13.4,14.3325,15,15,0,4.45,1
40.80476379,-73.95579529,14.78,14.331,15,15,0,4.46,1
40.70035172,-73.80737305,10.32,14.3265,15,15,0,4.49,1
40.63398361,-74.09705353,13.97,14.3205,15,15,0,4.53,1
40.86779404,-73.86226654,11.05,14.316,15,15,0,4.56,5
